ComunaSubida,ComunaBajada,suma_ViajeLaboralPromedio,suma_Viajes1Etapa,suma_Viajes2Etapas,suma_Viajes3Etapas,suma_Viajes4Etapas,suma_Viajes5oMasEtapas,suma_ViajesUsanMetro,suma_ViajesUsanMetroTren,suma_ViajesSoloMetro,suma_ViajesSoloBus
MAIPU,QUINTA NORMAL,2377.4801991114,743.4900333288,1263.0421090142,364.2198982082,6.7281952798,0.0,1919.844112078,0.0,679.86032509,457.6361527714
MAIPU,RECOLETA,4235.8079399906,1881.5734314604,2093.868387048,257.1421944174,3.2239233255000004,0.0,4160.3064752341,0.2963532507,1881.0471520104,75.5014855573
MAIPU,RENCA,812.8688342836,165.5425872786,429.090245711,213.1741737944,4.7963877023,0.265440315,387.524980346,0.0,0.0,425.3438529356
MAIPU,SAN BERNARDO,582.8569222804,140.8086650409,277.5036949624,152.80709460079999,11.7374689874,0.0,55.769016831,51.8930350851,0.0,527.0879074534
MAIPU,SAN JOAQUIN,1268.330974062,518.9134225912,670.2542152612,78.8685955725,0.294727087,0.0,1075.415856162,0.0,462.506163246,192.9150969406
MAIPU,SAN MIGUEL,2148.2964094807,827.0489301624,1183.8602429436,135.7522555626,1.634990096,0.0,1682.380022525,0.5256110430000001,660.140131923,465.9163917187
MAIPU,SAN RAMON,298.0238571734,109.0097454192,141.913967913,46.8408993495,0.2592437267,0.0,129.318691612,0.0,52.2347918729,168.70516536259998
MAIPU,SANTIAGO,47353.620317018904,24457.5972040926,21811.6854206854,1063.0938020071,19.8831778458,1.3600915968,37226.1171585447,3.1005655824,16891.500368189,10127.5025257489
MAIPU,VITACURA,1142.4605960593,172.97778033,355.0033461406,605.3049829706999,8.3499097234,0.8245936035000001,698.3824377384,0.0,0.0,444.0781889296
NUNOA,CERRILLOS,1743.869140328,998.594375698,618.4340936642,123.3108515718,3.5298462212,0.0,1666.894674898,0.5373295844,998.594375698,76.9744884644
NUNOA,CERRO NAVIA,1100.7605812011,375.2198594866,503.5846277742,217.4661741597,3.9401095807,0.5498185456,539.4815093856,0.0,0.0,561.2790779441
NUNOA,CONCHALI,620.5567010038,0.0,458.2981919503,159.8179924231,2.4405216276,0.0,396.6923788308,0.0,0.0,223.8643210424
NUNOA,EL BOSQUE,707.4772616283,3.3014182151,474.9095048693,226.81728741199998,2.4490536451,0.0,594.0002616241001,1.9021217226,0.0,113.4769915336
NUNOA,ESTACION CENTRAL,5204.6838878895,3653.7088797179,1416.8952234834,129.7402298732,4.3395892973,0.0,3911.086304487,1.1118127107,2681.9130078928,1293.5975830885
NUNOA,HUECHURABA,892.6747551905,193.650889756,548.519963227,147.6111282648,2.6343780755,0.2583996952,479.2616540702,0.0,0.0,413.413108576
NUNOA,INDEPENDENCIA,785.1031277726,0.2572127879,599.9912286246,181.0782478472,3.77644068,0.0,530.0890861202,0.0,0.0,255.0140530466
NUNOA,LA CISTERNA,2724.660831397,1896.628897208,750.976760727,75.4196867369,1.6354940533,0.0,2621.873314466,0.2818083167,1876.423204848,102.7875140303
NUNOA,LA FLORIDA,9523.8901798023,6119.3891139536,2919.2628236386,481.4633862892,3.774883151,0.0,7457.87119052,0.0,4646.47295169,2066.0189377013
NUNOA,LA GRANJA,844.8442190075,256.2862490293,430.4922545012,156.7161971404,1.3495325446000002,0.0,681.905155038,0.0,211.6809261731,162.9390775227
NUNOA,LA PINTANA,1073.4317117531,271.5495022845,555.7422505152,240.7303602016,5.4095790385,0.0,550.4871189439,3.0049157143,0.0,522.9445751491
NUNOA,LA REINA,5523.0359531959,4391.7490834909,1028.6494875935,100.0005440106,2.3795949518,0.2572127581,1913.7158851252,0.0,1312.2445560111,3609.3199936869
NUNOA,LAS CONDES,11118.5902172127,6519.730995967,4031.3097174457,556.3022541131,10.9945803286,0.2526220381,10255.5818920565,0.0,6507.769249787,863.0081496077
NUNOA,LO BARNECHEA,417.77752768,0.0,285.740812776,126.4611099375,5.3234983383,0.2521089017,354.581632379,0.0,0.0,63.1958990986
NUNOA,LO ESPEJO,387.8043494314,0.0,275.493717921,109.8465364876,2.1954680979,0.268623203,266.5136695577,16.053276747600002,0.0,121.2906762659
NUNOA,LO PRADO,3380.1869025683,2372.0170281661,961.0835670042001,46.2969047122,0.5335868597,0.2558397949,3018.398731215,0.0,2091.192361558,361.7881335907
NUNOA,MACUL,9392.3820292315,7687.8186082944,1662.8049835136999,40.4105155759,1.0694211423,0.278487891,4139.377720644,0.0,3113.520521953,5253.0042778035
NUNOA,MAIPU,5173.0551298305,2312.3983330786,2187.1027272042,661.1665476526,11.8743900352,0.5130802393,4037.701559521,0.0,1669.397241625,1135.3534803785
NUNOA,NUNOA,35234.9601031949,32666.6074970869,2498.6974455,67.5430503497,2.1126868427,0.0,4810.8032915728,0.0,3933.9846239768,30424.1567577149
NUNOA,PEDRO AGUIRRE CERDA,1860.2821952855,989.9651553262,719.9699474443,147.9283992364,2.1582257747,0.2604582012,1685.9192493962,0.8081807792,947.5324353582,174.3629410271
NUNOA,PENALOLEN,12353.6460578095,10224.7278705515,1966.8590818315,158.118559269,3.9405443669,0.0,2110.885334994,0.0,1287.868319721,10242.7606855675
NUNOA,PROVIDENCIA,29044.9586551417,23938.4486297817,5009.4838281752,94.1245886386,2.9014920294,0.0,18585.5510111654,0.0,15002.6642532154,10459.4074996817
NUNOA,PUDAHUEL,2848.5114639925,1394.0942901747999,1108.7412434131,340.5038234931,4.8982584774,0.2737907469,2468.329898356,0.0,1138.442928079,380.1815139945
NUNOA,PUENTE ALTO,8420.2468785313,3678.7661609973998,3645.7774903409,1086.7672010515,8.3911261856,0.5449318587,7622.361095542,0.0,3259.365919618,797.8857149288
NUNOA,QUILICURA,1052.0000634858,9.9361787732,784.5913048328,249.1525925912,8.0358223314,0.2841581106,528.549105041,0.0,0.0,523.450955152
NUNOA,QUINTA NORMAL,1802.9498275689,1066.7265017854,583.4005716696,150.6700367103,2.1527320444,0.0,1125.291081434,0.0,550.687903168,677.6587576709
NUNOA,RECOLETA,3807.9079945972,2364.451887506,1271.8124659742,170.8470702837,0.7965774536,0.0,3494.339366798,0.0,2352.4585736559998,313.5686126112
NUNOA,RENCA,654.6226982512,0.0,455.1605913212,195.6973843758,3.7647233306,0.0,377.96871598719997,0.0,0.0,276.6539924742
NUNOA,SAN BERNARDO,647.9627987752,0.0,351.8597959342,277.907479715,17.9221360084,0.273391366,510.265309092,141.6224817662,0.0,137.6974925719
NUNOA,SAN JOAQUIN,1423.4353361081,838.488056779,512.8640923889,71.8107613025,0.2724539042,0.0,1043.7264476228,0.0,673.2235374968,379.70890132889997
NUNOA,SAN MIGUEL,2822.3098039628,1901.8867713405,864.4788171562,55.148909151,0.7952832281,0.0,2338.190559325,0.0,1624.9093232882,484.1192419808
NUNOA,SAN RAMON,1260.7397804641,657.3872469389,509.7704872024,92.2268532209,1.0865731537,0.2686231732,917.325151088,0.0,446.15448094100003,343.4146247459
NUNOA,SANTIAGO,42398.779612867,34414.033209907,7745.5717003318,234.9772566878,3.9292291105,0.2678610086,24768.4182579501,0.5521794558,18766.366730083,17630.360942187
NUNOA,VITACURA,698.5214239079,0.2724538743,544.2284417078,150.359228697,3.149623215,0.5116795897,519.8629883351,0.0,0.0,178.6584445139
PEDRO AGUIRRE CERDA,CERRILLOS,902.8830406355,670.5882549035,212.0231507119,20.2716367837,0.0,0.0,128.3158215328,0.0,99.5047285558,774.5672242095
PEDRO AGUIRRE CERDA,CERRO NAVIA,81.5502418605,0.2804783285,59.3960883619,21.8736762106,0.0,0.0,23.4339177614,0.5135520697,0.0,58.1163245448
PEDRO AGUIRRE CERDA,CONCHALI,73.9249365626,2.9609806837,44.5059768562,25.862899662,0.5950796306,0.0,45.1417078977,0.8867847323,0.0,28.7832295018
PEDRO AGUIRRE CERDA,EL BOSQUE,138.1728520372,5.0779726211,98.61243397,33.3232804235,0.8750304579,0.2841348052,55.0125325025,2.0290671885,0.0,83.160320639
PEDRO AGUIRRE CERDA,ESTACION CENTRAL,1111.2036846931,663.8018737851,421.88029619450003,24.7157269711,0.8057998121,0.0,359.8906613455,3.8795483407,146.3982424713,751.3130294211
PEDRO AGUIRRE CERDA,HUECHURABA,153.4008369358,2.6903552408,96.846310823,53.3332692963,0.5309009254,0.0,147.0894601358,0.0,0.0,6.3113763031
PEDRO AGUIRRE CERDA,INDEPENDENCIA,145.2614924385,5.4654278758,91.2248290789,48.0104853824,0.5607529877999999,0.0,98.2375545857,0.0,0.0,47.0239389829
PEDRO AGUIRRE CERDA,LA CISTERNA,813.2375895573,515.9930583897,273.8729621827,22.7442876402,0.6272814274,0.0,399.095574013,0.0,246.273460154,414.1420139838
PEDRO AGUIRRE CERDA,LA FLORIDA,1003.7102329388999,548.582586509,396.3855763691,57.9541268936,0.787926495,0.0,647.1987577395,0.0,337.2633937714,356.5114729309
PEDRO AGUIRRE CERDA,LA GRANJA,83.0890594724,11.6559057535,54.0317909992,17.4013633729,0.0,0.0,49.9072782706,0.0,11.6559057535,33.1817809617
PEDRO AGUIRRE CERDA,LA PINTANA,166.2557271137,28.0716716646,101.0703986302,35.9323839567,1.1812736095,0.0,52.5074268569,0.613312751,0.0,113.74830198309999
PEDRO AGUIRRE CERDA,LA REINA,333.5075979239,130.3036809235,146.7985945978,56.4053220463,0.0,0.0,306.8514053514,0.2702508569,121.9230473385,26.6561958191
PEDRO AGUIRRE CERDA,LAS CONDES,3012.2861562848,1762.8506495286001,1036.6399235976,211.1853347919,1.6102556884,0.0,2965.51139078,1.3353417515000001,1762.8506495286001,46.7747879918
PEDRO AGUIRRE CERDA,LO BARNECHEA,114.6354468474,0.0,51.5409827554,61.162683196399996,1.6774813532,0.2542996407,103.3994705972,0.5303161144,0.0,11.2359741623
PEDRO AGUIRRE CERDA,LO ESPEJO,1284.2697218293001,1180.7474480573,97.5488750949,5.9733881954,0.0,0.0,0.8784130216,0.298294276,0.0,1283.3913076793
PEDRO AGUIRRE CERDA,LO PRADO,181.7608786319,56.0439545211,114.5049486776,11.2119749188,0.0,0.0,145.061150437,2.8188620209,56.0439545211,36.6997268797
PEDRO AGUIRRE CERDA,MACUL,1155.71285532,842.066456891,280.5380260029,32.5362642721,0.5721189976000001,0.0,906.9571780548,0.0,717.2286870656001,248.75570362780002
PEDRO AGUIRRE CERDA,MAIPU,1082.9746827701001,568.9413484578,437.8691402689,75.3294781138,0.5655401946,0.2691759169,102.29653987020001,0.0,46.1094828837,980.6781510991
PEDRO AGUIRRE CERDA,NUNOA,2486.323340361,1478.5666545492,849.4329208146,155.910466908,2.4132829904,0.0,2349.5630703979,0.2657428384,1437.873653204,136.7602646568
PEDRO AGUIRRE CERDA,PEDRO AGUIRRE CERDA,3103.1218027994,2866.1841704111002,232.3897186246,4.2776840328,0.2702508569,0.0,142.576956397,0.2824638784,97.4201873834,2960.5448240944
PEDRO AGUIRRE CERDA,PENALOLEN,339.9374264125,65.4945247151,196.3256350447,76.6801413594,1.437125057,0.0,279.6403827505,0.0,58.4157704715,60.297048092
PEDRO AGUIRRE CERDA,PROVIDENCIA,6407.1971735529,4548.6536074119,1778.721775697,78.6925901771,0.8750091493,0.2542996109,6316.0951313878995,8.7719106387,4548.6536074119,91.1021180425
PEDRO AGUIRRE CERDA,PUDAHUEL,223.30128311730002,30.921714544300002,132.21795773210002,57.369397819,2.7922153771000002,0.0,126.0726432818,1.1840600968000001,29.795618147,97.2286433253
PEDRO AGUIRRE CERDA,PUENTE ALTO,513.797771604,203.1199646568,239.0182286175,69.7171834691,1.9423915742,0.0,431.3584405895,0.0,192.8744352498,82.43932586929999
PEDRO AGUIRRE CERDA,QUILICURA,122.7684259124,0.0,49.0709071414,71.4178270994,2.2796924709,0.0,97.606059996,1.352948755,0.0,25.1623658542
PEDRO AGUIRRE CERDA,QUINTA NORMAL,220.4171324475,110.330715357,90.4037639519,19.1069427724,0.5757097602,0.0,49.9671631154,0.6035132407999999,20.0371150086,170.4499646701
PEDRO AGUIRRE CERDA,RECOLETA,990.6144382591,516.2289396541,435.1347697457,38.7265140416,0.5242106616,0.0,957.277240944,0.8380969166000001,514.1315387474,33.3371987944
PEDRO AGUIRRE CERDA,RENCA,158.1424322744,76.4538685378,62.2271012956,17.6648987241,1.7965638936000001,0.0,35.6231143471,0.2841348052,0.0,122.5193177472
PEDRO AGUIRRE CERDA,SAN BERNARDO,206.8784232378,87.3832693682,80.5799323001,37.7336489289,0.8703332544,0.3112405837,26.6306184516,26.3280703739,0.0,180.2478021153
PEDRO AGUIRRE CERDA,SAN JOAQUIN,526.4649986619,374.7880009169,143.7607167093,7.6595085858,0.2567760646,0.0,246.3123473616,0.0,171.8451325988,280.1526567309
PEDRO AGUIRRE CERDA,SAN MIGUEL,2471.7551092867,1983.2335575081,474.5307383786,13.691349566100001,0.2994847298,0.0,821.094852495,0.0,651.417413711,1650.6602532277
PEDRO AGUIRRE CERDA,SAN RAMON,224.9840021193,81.7695278208,114.5086312005,28.1384440968,0.5674008727,0.0,105.81442403770001,0.0,45.3158338345,119.1695781917
PEDRO AGUIRRE CERDA,SANTIAGO,8632.3817263234,5695.8949704292,2824.9910029951,108.5388953408,2.9568218589,0.0,4649.98985831,26.2553043353,2746.160379994,3982.3918424354
PEDRO AGUIRRE CERDA,VITACURA,211.63899553660002,0.0,93.2393440898,118.1040593414,0.2955949008,0.0,195.4543364552,0.0,0.0,16.1846589443
PENALOLEN,CERRILLOS,289.2026635749,64.5214624694,160.62501430700001,61.789143799899996,1.9815454781000001,0.2854987383,224.3966139787,0.0,47.0436542012,64.80604749849999
PENALOLEN,CERRO NAVIA,240.7809787237,69.0588251648,113.1869264576,57.3802953949,1.1549306512,0.0,134.0060728447,0.0,0.0,106.7749051116
PENALOLEN,CONCHALI,162.037377167,6.5776543318,91.1470199225,63.7379614692,0.5747434794999999,0.0,98.800192986,0.0,0.0,63.2371870593
PENALOLEN,EL BOSQUE,297.8402016304,0.0,160.96873100739998,135.4406779171,1.4307900369,0.0,288.9683108935,0.0,0.0,8.8718902172
PENALOLEN,ESTACION CENTRAL,2145.0989462125,1248.1953677829,844.234939073,51.0499460084,1.3425727487,0.276104182,1662.1133970544,0.0,882.8071123609,482.9855271915
PENALOLEN,HUECHURABA,602.959863504,170.36603078390002,300.8703810189,128.9832810184,2.7401698529000003,0.0,238.7423586207,0.0,0.0,364.21749932
PENALOLEN,INDEPENDENCIA,276.3918792098,1.770676017,173.6885825426,99.5479191203,1.3847036064,0.0,187.7774620329,0.0,0.0,88.6144192251
PENALOLEN,LA CISTERNA,1234.2477688008,659.150302409,528.9287156322,45.0377749779,0.5414550304,0.5895029009,1207.7204470187999,0.0,657.445126055,26.5273089704
PENALOLEN,LA FLORIDA,5410.5125665796995,2719.182889595,2241.0300512407,441.8274364833,8.4721820359,0.0,4692.61663901,0.0,2343.659945857,717.8958833937
PENALOLEN,LA GRANJA,396.6323225837,104.70746752630001,202.1062482013,88.3783838466,1.1480896175000002,0.2921389639,374.807321425,0.0,103.6135704214,21.8250093753
PENALOLEN,LA PINTANA,396.7014663113,0.0,211.8067265718,181.4883161985,3.1188072861,0.2876183987,354.9073231374,0.0,0.0,41.7941433787
PENALOLEN,LA REINA,5317.474605228,3552.812722602,1620.88732353,141.2479672978,2.5266050099,0.0,2643.6018596524,0.0,1657.8894080055,2673.872716329
PENALOLEN,LAS CONDES,8594.1915062994,3779.1962870534,3892.4432825379,909.5789881588,12.9728125929,0.0,6025.957481328,0.0,2801.396735508,2568.2338346758
PENALOLEN,LO BARNECHEA,534.363171466,0.0,258.1097865105,265.6883165256,10.565066099500001,0.0,312.8512411009,0.0,0.0,221.5119309675
PENALOLEN,LO ESPEJO,131.4959882839,1.0705939531,75.9571650019,51.2557468116,3.2124835551,0.0,111.4629356557,0.0,0.0,20.033052624
PENALOLEN,LO PRADO,761.5864924589,444.9727667719,303.5021682963,12.5246624649,0.5869014263000001,0.0,693.46622658,0.0,394.714091082,68.12026849429999
PENALOLEN,MACUL,5571.2663961448,3951.4351357276,1553.7332478619999,65.30286261570001,0.7952391505,0.0,2649.91428289,0.0,1557.130381037,2921.3520804158
PENALOLEN,MAIPU,941.0720706181,375.1921888835,424.92827482309997,137.5159056228,3.4356968105,0.0,638.6124915346,0.276104182,214.468829166,302.4595748611
PENALOLEN,NUNOA,10630.8980808509,8416.9053587039,2053.5884758626,154.91265681779998,5.2332456708,0.2581908405,1939.929940265,0.0,1179.16340838,8690.9681589709
PENALOLEN,PEDRO AGUIRRE CERDA,389.7481392127,101.28520649720001,221.7842414927,65.777792187,0.9008975327,0.0,307.6060928477,0.2921934426,75.0447477402,82.1420462129
PENALOLEN,PENALOLEN,15643.392493605501,13259.5403207052,2261.0217232536,119.8268166783,3.0034080743000002,0.0,2499.28491396,0.0,1398.381730792,13144.1076595255
PENALOLEN,PROVIDENCIA,13435.8862138165,7706.5323779491,5503.650897802399,221.3738292121,3.8127590712,0.5162149072,10332.700421038,0.0,5740.6746264739995,3103.1857400615
PENALOLEN,PUDAHUEL,590.8411122781,198.7678449159,287.8743058705,102.4499308765,1.4701605141,0.2788787484,497.0727555701,0.0,142.0104297435,93.7683643713
PENALOLEN,PUENTE ALTO,4623.0614337611005,2022.2979778361,2001.9138658855,591.4145834716,7.170613676,0.2644054592,4546.4280031817,0.0,2022.2979778361,76.6334184687
PENALOLEN,QUILICURA,318.9539125793,58.3758411986,157.6290398493,99.2729830466,3.6760541797000004,0.0,164.3892169086,0.0,0.0,154.5646990279
PENALOLEN,QUINTA NORMAL,464.8440080649,215.4639704512,179.9532055848,68.5274290721,0.899404198,0.0,294.8319021424,0.0,85.5380286578,170.0121107372
PENALOLEN,RECOLETA,1155.0814019719,434.6397559764,638.4474363105,81.429832815,0.2788787186,0.2854962051,1033.1594624454,0.0,414.3100864934,121.9219323981
PENALOLEN,RENCA,163.5041659827,5.2196651994000005,87.7663517593,69.1603619156,1.3577849269,0.0,120.77122679120001,0.0,0.0,42.7329380793
PENALOLEN,SAN BERNARDO,333.9724779601,0.0,192.3747634441,136.7653397,4.8323768377,0.0,308.53249406640003,3.4531360567,0.0,25.4399866156
PENALOLEN,SAN JOAQUIN,590.6784509279,205.9202184273,313.597817177,68.838485211,2.3219366075,0.0,390.8681468652,0.0,118.73290604259999,199.8103077767
PENALOLEN,SAN MIGUEL,991.4123456152,391.811090945,541.0805697472,57.6807051892,0.5529712141,0.2870040536,760.525094179,0.0,321.4112417774,230.88724338560002
PENALOLEN,SAN RAMON,725.0490858917,371.54868399500003,282.4042404033,70.2597865778,0.5493765771,0.2870040238,695.5318178,0.0,371.23869596500003,29.5172656182
PENALOLEN,SANTIAGO,14711.5663066896,9278.5293370607,5176.0882186714,248.7442727954,7.6667317446,0.5377115607,9642.5885673,0.0,5278.239471028,5068.9774917896
PENALOLEN,VITACURA,1052.3065463396001,226.020815037,559.0434520807,262.8468341302,4.131248653,0.2641856372,371.0425990231,0.0,0.0,681.2639350974
PROVIDENCIA,CERRILLOS,3471.0176514498,2458.963722031,890.3158468411,120.40227296890001,1.3358514607,0.0,3405.298006473,2.5620964170000002,2458.963722031,65.7196511034
PROVIDENCIA,CERRO NAVIA,2780.9954092385,880.2902794708,1742.4652399833,155.1898633947,3.0500537753,0.0,1584.960685996,0.0,0.0,1196.0347087925
PROVIDENCIA,CONCHALI,1758.4923508555,228.6673105279,1411.3198670314,115.8659936463,2.3777296245,0.2614620328,1025.751925589,0.2702484429,0.0,732.7404223785
PROVIDENCIA,EL BOSQUE,1554.8333877425,1.8504031598,1436.1597750965,114.4836287432,1.8378355503,0.5017666668,1508.628353299,13.1354827287,0.0,46.2050397082
PROVIDENCIA,ESTACION CENTRAL,21653.482144114,19282.3589573898,2250.6763004356,118.8810911201,1.5654810816,0.0,20202.453316529998,2.1146665215000002,18161.71473193,1451.028601886
PROVIDENCIA,HUECHURABA,2845.424955791,1552.5729351891,1182.6254724305,107.658136308,2.5684189050999997,0.0,872.1754264741,0.0,0.0,1973.2495090129999
PROVIDENCIA,INDEPENDENCIA,2024.2586878477,166.5530556023,1760.4781514467,95.410243391,1.8172489255,0.0,1297.551810071,0.0,0.0,726.7069013767
PROVIDENCIA,LA CISTERNA,7820.2648274857,7046.1440746872,728.4819799828999,45.3771846294,0.2614620328,0.0,7768.240016975,0.7912736834,7045.436320105,52.0247345847
PROVIDENCIA,LA FLORIDA,22774.115488263502,16980.1272154669,5386.6231900569,399.3769824632,7.2139420956,0.7740381956,22055.7376829127,0.0,16640.9849594237,718.377576947
PROVIDENCIA,LA GRANJA,1823.6642266554,770.1332274307,956.4186941768,96.12053471990001,0.9917612523,0.0,1762.020024977,0.0,770.1332274307,61.6442109059
PROVIDENCIA,LA PINTANA,1785.6825929396,113.6015655384,1466.4158512479,200.2019284988,5.2017396093,0.261462003,1500.0060669451,14.6891429277,0.0,285.6764860059
PROVIDENCIA,LA REINA,9520.9479225468,7799.7628595778,1642.5899853445,76.8350875957,1.7598625272,0.0,6295.999367232,0.0,5026.887509519,3224.9485474938
PROVIDENCIA,LAS CONDES,44033.7134824229,39030.7067898132,4786.2617083323,209.7993383934,6.9456077819,0.0,32697.67230369,0.0,28625.51473188,11336.0415214329
PROVIDENCIA,LO BARNECHEA,2090.0626315638,957.4977609924999,1005.6460336769,124.0670540655,2.8517660499,0.0,804.640203509,0.0,0.0,1285.4224216598
PROVIDENCIA,LO ESPEJO,807.7467729526,0.0,685.1350048741,120.2664727918,1.8407743573,0.5045187026,700.9226766801,57.323473408,0.0,106.8241020129
PROVIDENCIA,LO PRADO,16278.8682253425,15235.738619043701,1002.4387161665,39.9299745422,0.7611381262000001,0.0,15537.39978147,0.0,14639.13782567,741.4686141828
PROVIDENCIA,MACUL,12443.3779100872,10858.2966516832,1526.9304331155,56.6395104201,1.5112993271,0.0,10312.1930030143,0.0,9123.0797608443,2131.1850455227
PROVIDENCIA,MAIPU,17520.7422430377,9802.456172693901,7128.8703558914,580.9684414071,8.4475243236,0.0,16043.1362402524,1.2810142636,8935.202937724,1477.6059131537
PROVIDENCIA,NUNOA,24942.0859155332,21616.9676177624,3236.9645198901,85.6361500966,2.5179116726,0.0,17094.632488413,0.0,15058.390201303,7847.4533973622
PROVIDENCIA,PEDRO AGUIRRE CERDA,5286.9517741475,3871.7780449907,1336.9895135411,76.3713904619,1.8128522188,0.0,5143.8821759717,2.8493352234,3871.7780449907,143.069700891
PROVIDENCIA,PENALOLEN,10867.0484463771,6605.8777606061,4006.1883138137,249.31300726839999,5.6693203448,0.0,8440.214413436,0.0,5171.594938186,2426.8341396381
PROVIDENCIA,PROVIDENCIA,71981.1516893605,69524.8074821315,2413.2449292734,42.8470188362,0.2529217601,0.0,50581.722909323,0.0,49214.966073223,21399.4289157485
PROVIDENCIA,PUDAHUEL,8910.6004052217,5507.8201628317,3113.0516558151,286.8910829917,2.5916710049,0.2459159195,7980.87157926,0.0,4835.008111866,929.7288392297
PROVIDENCIA,PUENTE ALTO,21909.4078833797,14662.2725640097,6712.8315925479,528.2019537167,6.1018255805,0.0,21627.002218173,0.0,14600.275068126,282.4057079132
PROVIDENCIA,QUILICURA,4720.7978633126995,2273.059359828,2102.0198336741,336.6490150705,8.5516444741,0.5180759579,1621.976475715,0.0,0.0,3098.8214345467
PROVIDENCIA,QUINTA NORMAL,4801.3722435957,3111.6707679018,1580.4886255117,106.15421171610001,2.7972626985,0.2614620328,3135.02027875,0.2646466196,1772.3270539545001,1666.3520161467
PROVIDENCIA,RECOLETA,9636.8922606347,8103.0267921405,1429.1586509151,102.93606370570001,1.770742461,0.0,7947.7474029079995,0.0,6955.649998908,1689.144716194
PROVIDENCIA,RENCA,2553.2147407344,1134.6594207087,1202.5781838927,212.8877335581,3.0894218832,0.0,645.5816670419999,0.7865546346,0.0,1907.6331056114
PROVIDENCIA,SAN BERNARDO,1440.2096414859,0.0,880.7577123939,549.4596466993,9.9923014487,0.0,1359.2162007276,472.355463831,0.0,80.9934407161
PROVIDENCIA,SAN JOAQUIN,2825.1889601247,1805.6522093403,973.5762846171,45.704024033,0.0,0.2564153969,2583.022550804,0.2614620328,1692.817635017,242.166409244
PROVIDENCIA,SAN MIGUEL,8568.2329844176,7755.770057013,766.5887656116,44.3275797963,1.5466892421,0.0,8364.449422799,0.0,7727.5131899630005,203.7836573126
PROVIDENCIA,SAN RAMON,2937.4026094547,2039.1032376816,835.1383671186001,60.8405232272,2.3204618246,0.0,2708.67689777,0.0,1945.263191663,228.72568748540002
PROVIDENCIA,SANTIAGO,102545.652683291,96308.758328549,6051.476830905,179.3324991455,6.0833010673,0.0,85550.89287426,0.0,81182.88199641,16994.758548851
PROVIDENCIA,VITACURA,3639.458987786,2486.2553167957,1070.1747708569,81.1707415298,1.5995882152999998,0.2586356699,868.15260897,0.0,0.0,2771.306442792
PUDAHUEL,CERRILLOS,458.84552861270004,72.4904077934,274.6316699102,108.7830299717,2.9404187502,0.0,205.7165195487,0.0,18.8023763296,253.129003257
PUDAHUEL,CERRO NAVIA,3220.986606116,2390.060145561,719.451644051,109.2118122828,2.2630424499,0.0,142.8252591811,0.0,0.0,3078.161380516
PUDAHUEL,CONCHALI,325.02341076519997,0.0,188.8750803193,132.7645277368,3.383800954,0.0,200.9830060656,0.0,0.0,124.0404011334
PUDAHUEL,EL BOSQUE,207.1386455327,21.04015267,104.4125911841,80.0037748765,1.6821252704,0.0,119.75762573189999,1.4328863322999998,0.0,87.3810179821
PUDAHUEL,ESTACION CENTRAL,6997.0632768926,4129.2009790855,2654.905223392,208.1999033074,4.4921563567,0.2649943233,3827.2297717937,0.0,1486.5870271057,3169.8334635836
PUDAHUEL,HUECHURABA,391.2749293919,0.0,188.7056615463,198.1660144968,4.1189483106,0.2843095064,352.5446281938,0.0,0.0,38.7303038536
PUDAHUEL,INDEPENDENCIA,437.3243092536,0.0,252.6758812266,182.455612418,1.9229999781,0.269807905,314.78998732,0.0,0.0,122.5343167219
PUDAHUEL,LA CISTERNA,869.415807828,433.224952223,392.8417414998,42.7866065216,0.5625030994,0.0,727.127809663,0.5480029285,334.746806622,142.2879970049
PUDAHUEL,LA FLORIDA,1731.9871576286,724.334268595,827.5526194636,178.6891920872,1.411081463,0.0,1710.1516294756,0.0,723.276697165,21.8355618412
PUDAHUEL,LA GRANJA,137.5403420066,20.1548474727,78.0057261869,38.8273460266,0.5524207650999999,0.0,127.6795710935,0.0,20.1548474727,9.860769122199999
PUDAHUEL,LA PINTANA,186.98987072719999,0.0,95.8503748511,88.9385411432,2.2009559571,0.0,144.391433843,5.1669566631,0.0,42.598438471
PUDAHUEL,LA REINA,746.7877526003,197.0298626179,379.86660778969997,168.3240153527,1.5672708152000001,0.0,650.5608490803,0.0,155.1934538809,96.2269049284
PUDAHUEL,LAS CONDES,5650.8949881946,1758.15260757,3029.4197223529,849.581089606,12.9350079592,0.8064786792,5065.2650942446,0.0,1516.8354754499,585.6298536597
PUDAHUEL,LO BARNECHEA,414.7120615525,27.8404732653,151.2046784786,226.4524007203,8.9450709519,0.2694326341,215.2886900181,0.0,0.0,199.4233732847
PUDAHUEL,LO ESPEJO,178.4124672905,32.015300004000004,93.8862231954,51.4275162219,1.0834284723,0.0,53.9749097517,7.0907219352,0.0,124.4375565665
PUDAHUEL,LO PRADO,7852.9041730796,6289.6567361746,1513.3850472628,47.8594175854,2.0030392407999997,0.0,2175.325730365,0.0,1190.8821308679999,5677.5785214996
PUDAHUEL,MACUL,1373.808155624,617.994070166,651.7240665537,102.6832664947,1.406738162,0.0,1353.019036998,0.0,610.276155586,20.7890961165
PUDAHUEL,MAIPU,10134.0820387426,5633.1497312268,3705.3201429935,782.8984272142,12.4229558112,0.2908453643,7990.729127117,0.0,4142.528089528,2143.3529613666
